,EPAssetsId,Province,LicenceNumber,UWI,CurrentOperator,CurrentOperatorParent,CurrentOperatorParentName,Licensee,LicenseeParentCompany,LicenseeParentCompanyName,LicenceDate,CurrentStatus,CurrentStatusStandardised,WellType,WellTypeStandardised,ConfidentialReleaseDate,AbandonDate,SurfAbandonDate,WellName,Formation,Field,Pool,SurveySystem,Surf_Location,Surf_Township,Surf_Meridian,Surf_Range,Surf_Section,Surf_LSD,Surf_Longitude,Surf_Latitude,Surf_TownshipRange,Surf_QuarterUnit,Surf_Unit,Surf_Block,Surf_NTSMapSheet,Surf_Series,Surf_Area,Surf_Sheet,Surf_QuarterSection,BH_Location,BH_TownshipRange,BH_QuarterUnit,BH_Unit,BH_Block,BH_NTSMapSheet,BH_Series,BH_Area,BH_Sheet,BH_QuarterSection,BH_Longitude,BH_Latitude,BH_Township,BH_Meridian,BH_Range,BH_Section,BH_LSD,GroundElevation,KBElevation,TotalDepth,LaheeClass,Confidential,SurfaceOwner,OSArea,OSDeposit,DrillingContractor,SpudDate,FinalDrillDate,RigReleaseDate,DaysDrilling,DrillMetresPerDay,TVD,WellProfile,Country,RegulatoryAgency,PSACAreaCode,PSACAreaName,ProjectedDepth,StatusDate,StatusSource,UnitID,UnitName,UnitFlag,Municipality,CompletionDate,Agent,_Completed`Flag,_Perf`Flag,Match
444,2591140,Alberta,0478253,100121504911W500,Whitecap Resources Inc.,1606,Whitecap Resources Inc.,Whitecap Resources Inc.,1606,Whitecap Resources Inc.,2015-12-08 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,WHITECAP PEMBINA 12-15-49-11,Cardium,Pembina,Cardium,DLS,16-17-049-11-W5,49,W5,11,17,16,-115.56590800000001,53.232972,049-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,12-15-049-11-W5,049-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-115.531398,53.230056999999995,49,W5,11,15,12,939.0,944.0,4010.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2016-01-20 00:00:00.000,2016-01-27 00:00:00.000,2016-01-28 00:00:00.000,7.0,572.86,1786.65,Horizontal,Canada,AER,AB2,Foothills Front,4300.0,2016-02-09 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
445,2583458,Alberta,0473276,103141204911W500,Whitecap Resources Inc.,1606,Whitecap Resources Inc.,Whitecap Resources Inc.,1606,Whitecap Resources Inc.,2014-12-16 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,WHITECAP PEMBINA 14-12-49-11,Cardium,Pembina,Cardium,DLS,02-12-049-11-W5,49,W5,11,12,2,-115.47566200000001,53.207524,049-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,14-12-049-11-W5,049-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-115.48188200000001,53.220466,49,W5,11,12,14,928.8,933.5,3360.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Canadrill Energy Ltd (Defunct 1985),2015-01-10 00:00:00.000,2015-01-19 00:00:00.000,2015-01-22 00:00:00.000,9.0,373.33,1741.24,Horizontal,Canada,AER,AB2,Foothills Front,3343.0,2015-01-31 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
446,2594929,Alberta,0479930,103091104911W500,Whitecap Resources Inc.,1606,Whitecap Resources Inc.,Whitecap Resources Inc.,1606,Whitecap Resources Inc.,2016-07-20 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,WHITECAP PEMBINA 9-11-49-11,Cardium,Pembina,Cardium,DLS,12-11-049-11-W5,49,W5,11,11,12,-115.51213999999999,53.215268,049-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,09-11-049-11-W5,049-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-115.490503,53.215230000000005,49,W5,11,11,9,939.5,944.0,3356.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2016-11-02 00:00:00.000,2016-11-10 00:00:00.000,2016-11-11 00:00:00.000,8.0,419.5,1767.4,Horizontal,Canada,AER,AB2,Foothills Front,3202.0,2016-11-24 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
447,2596932,Alberta,0480931,103161004911W500,Whitecap Resources Inc.,1606,Whitecap Resources Inc.,Whitecap Resources Inc.,1606,Whitecap Resources Inc.,2016-10-26 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,WHITECAP PEMBINA 16-10-49-11,Cardium,Pembina,Cardium,DLS,08-03-049-11-W5,49,W5,11,3,8,-115.516901,53.197568999999994,049-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,16-10-049-11-W5,049-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-115.51396000000001,53.220470999999996,49,W5,11,10,16,979.1,983.6,4252.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2016-11-27 00:00:00.000,2016-12-04 00:00:00.000,2016-12-06 00:00:00.000,7.0,607.43,1815.52,Horizontal,Canada,AER,AB2,Foothills Front,4385.0,2017-01-03 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
448,2600618,Alberta,0482444,102080704911W500,Ridgeback Resources Inc.,9510,Ridgeback Resources Inc.,Ridgeback Resources Inc.,9510,Ridgeback Resources Inc.,2017-01-18 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,RIDGEBACK PEMBINA 8-7-49-11,Cardium,Pembina,Cardium,DLS,02-12-049-12-W5,49,W5,12,12,2,-115.616992,53.210236,049-12-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,08-07-049-11-W5,049-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-115.58650800000001,53.212378,49,W5,11,7,8,936.8,941.4,3728.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2018-01-17 00:00:00.000,2018-01-26 00:00:00.000,2018-01-27 00:00:00.000,9.0,414.22,1823.65,Horizontal,Canada,AER,AB2,Foothills Front,3906.0,2018-03-01 00:00:00.000,CanOils,,,No,,,Unspecified,1,1,Yes
449,2600617,Alberta,0482445,102010704911W500,Ridgeback Resources Inc.,9510,Ridgeback Resources Inc.,Ridgeback Resources Inc.,9510,Ridgeback Resources Inc.,2017-01-18 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,RIDGEBACK PEMBINA 1-7-49-11,Cardium,Pembina,Cardium,DLS,01-12-049-12-W5,49,W5,12,12,1,-115.616557,53.209373,049-12-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,01-07-049-11-W5,049-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-115.586584,53.208139,49,W5,11,7,1,936.5,940.9,3662.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2018-01-06 00:00:00.000,2018-01-15 00:00:00.000,2018-01-16 00:00:00.000,9.0,406.89,1827.66,Horizontal,Canada,AER,AB2,Foothills Front,3845.0,2018-03-01 00:00:00.000,CanOils,,,No,,,Unspecified,1,1,Yes
450,2595720,Alberta,0480407,102090104911W500,Whitecap Resources Inc.,1606,Whitecap Resources Inc.,Whitecap Resources Inc.,1606,Whitecap Resources Inc.,2016-09-22 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,WHITECAP PEMBINA 9-1-49-11,Cardium,Pembina,Cardium,DLS,12-01-049-11-W5,49,W5,11,1,12,-115.48777700000001,53.20229499999999,049-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,09-01-049-11-W5,049-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-115.46621,53.203309999999995,49,W5,11,1,9,948.1,953.1,3358.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2016-11-20 00:00:00.000,2016-11-25 00:00:00.000,2016-11-26 00:00:00.000,5.0,671.6,1768.16,Horizontal,Canada,AER,AB2,Foothills Front,3284.0,2016-12-20 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
451,2612348,Alberta,0488996,102080104911W500,Ridgeback Resources Inc.,9510,Ridgeback Resources Inc.,Ridgeback Resources Inc.,9510,Ridgeback Resources Inc.,2018-04-27 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,RIDGEBACK HZ 102 PEMBINA 8-1-49-11,Cardium,Pembina,Cardium,DLS,10-25-048-11-W5,48,W5,11,25,10,-115.472472,53.172389,048-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,08-01-049-11-W5,049-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-115.470455,53.196831,49,W5,11,1,8,941.2,945.1,4375.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Nabors Drilling Limited,2018-09-19 00:00:00.000,2018-09-26 00:00:00.000,2018-09-28 00:00:00.000,7.0,625.0,1779.23,Directional,Canada,AER,AB2,Foothills Front,4515.0,2019-01-03 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
452,2612341,Alberta,0488971,102020104911W500,Ridgeback Resources Inc.,9510,Ridgeback Resources Inc.,Ridgeback Resources Inc.,9510,Ridgeback Resources Inc.,2018-04-26 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,RIDGEBACK HZ 102 PEMBINA 2-1-49-11,Cardium,Pembina,Cardium,DLS,10-25-048-11-W5,48,W5,11,25,10,-115.472627,53.172486,048-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,02-01-049-11-W5,049-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-115.474777,53.19521999999999,49,W5,11,1,2,941.1,945.0,4215.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Nabors Drilling Limited,2018-09-29 00:00:00.000,2018-10-06 00:00:00.000,2018-10-08 00:00:00.000,7.0,602.14,1781.95,Directional,Canada,AER,AB2,Foothills Front,4336.0,2018-12-31 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
453,2612340,Alberta,0488970,100010104911W500,Ridgeback Resources Inc.,9510,Ridgeback Resources Inc.,Ridgeback Resources Inc.,9510,Ridgeback Resources Inc.,2018-04-26 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,RIDGEBACK HZ PEMBINA 1-1-49-11,Cardium,Pembina,Cardium,DLS,10-25-048-11-W5,48,W5,11,25,10,-115.47231599999999,53.172292000000006,048-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,01-01-049-11-W5,049-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-115.466145,53.196107999999995,49,W5,11,1,1,940.7,945.0,4524.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Nabors Drilling Limited,2018-09-06 00:00:00.000,2018-09-15 00:00:00.000,2018-09-17 00:00:00.000,9.0,502.67,1777.65,Directional,Canada,AER,AB2,Foothills Front,4656.0,2018-12-31 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
456,2612844,Alberta,0489286,100132505322W500,Peyto Exploration & Development Corp.,519,Peyto Exploration & Development Corp.,Peyto Exploration & Development Corp.,519,Peyto Exploration & Development Corp.,2018-05-28 00:00:00.000,Pumping,Active,Gas,Gas,,,,PEYTO SUNDANCE 13-25-53-22,Cardium,Sundance,Cardium Undefined,DLS,04-30-053-21-W5,53,W5,21,30,4,-117.095703,53.600393999999994,053-21-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,13-25-053-22-W5,053-22-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-117.11873,53.610962,53,W5,22,25,13,1063.5,1069.2,4113.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2018-08-30 00:00:00.000,2018-09-10 00:00:00.000,2018-09-12 00:00:00.000,11.0,373.91,2343.93,Directional,Canada,AER,AB2,Foothills Front,4085.0,2019-12-29 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
457,2612843,Alberta,0489285,100122505322W500,Peyto Exploration & Development Corp.,519,Peyto Exploration & Development Corp.,Peyto Exploration & Development Corp.,519,Peyto Exploration & Development Corp.,2018-05-28 00:00:00.000,Flowing,Active,Gas,Gas,,,,PEYTO SUNDANCE 12-25-53-22,Cardium,Sundance,Cardium Undefined,DLS,04-30-053-21-W5,53,W5,21,30,4,-117.09573999999999,53.600432,053-21-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,12-25-053-22-W5,053-22-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-117.11881499999998,53.606662,53,W5,22,25,12,1063.6,1069.2,3930.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2018-08-18 00:00:00.000,2018-08-27 00:00:00.000,2018-08-29 00:00:00.000,9.0,436.67,2356.55,Directional,Canada,AER,AB2,Foothills Front,3910.0,2018-11-05 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
458,2613457,Alberta,0489779,100092505322W500,Peyto Exploration & Development Corp.,519,Peyto Exploration & Development Corp.,Peyto Exploration & Development Corp.,519,Peyto Exploration & Development Corp.,2018-06-27 00:00:00.000,Pumping,Active,Gas,Gas,,,,PEYTO SUNDANCE 9-25-53-22,Cardium,Sundance,Cardium Undefined,DLS,03-36-053-22-W5,53,W5,22,36,3,-117.11518799999999,53.61413100000001,053-22-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,09-25-053-22-W5,053-22-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-117.09961100000001,53.607381999999994,53,W5,22,25,9,1037.8,1043.3,3490.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2018-07-26 00:00:00.000,2018-08-02 00:00:00.000,2018-08-05 00:00:00.000,7.0,498.57,2312.51,Directional,Canada,AER,AB2,Foothills Front,3500.0,2019-04-25 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
459,2606732,Alberta,0485346,100053104106W500,Entrada Resources Inc.,9489,Entrada Resources Inc.,Inplay Oil Corp.,8456,InPlay Oil Corp.,2017-09-11 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,INPLAY OIL HZ WILLGR 5-31-41-6,Cardium,Willesden Green,Commingled Pool 007,DLS,04-32-041-06-W5,41,W5,6,32,4,-114.837694,52.570358999999996,041-06-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,05-31-041-06-W5,041-06-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-114.86331000000001,52.573048,41,W5,6,31,5,1110.7,1115.9,3725.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Bonanza Drilling Inc.,2017-09-28 00:00:00.000,2017-10-09 00:00:00.000,2017-10-11 00:00:00.000,11.0,338.64,2015.46,Horizontal,Canada,AER,AB2,Foothills Front,3400.0,2017-11-29 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
460,2606734,Alberta,0485348,102043104106W500,Entrada Resources Inc.,9489,Entrada Resources Inc.,Inplay Oil Corp.,8456,InPlay Oil Corp.,2017-09-11 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,INPLAY OIL 102 HZ WILLGR 4-31-41-6,Cardium,Willesden Green,Commingled Pool 007,DLS,04-32-041-06-W5,41,W5,6,32,4,-114.837695,52.570179,041-06-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,04-31-041-06-W5,041-06-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-114.863294,52.570351,41,W5,6,31,4,1110.5,1115.9,3569.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,1180651 Alberta Ltd.,2017-10-12 00:00:00.000,2017-10-19 00:00:00.000,2017-10-21 00:00:00.000,7.0,509.86,2024.56,Horizontal,Canada,AER,AB2,Foothills Front,3400.0,2017-11-28 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
461,2606733,Alberta,0485347,100043104106W500,Entrada Resources Inc.,9489,Entrada Resources Inc.,Inplay Oil Corp.,8456,InPlay Oil Corp.,2017-09-11 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,INPLAY OIL HZ WILLGR 4-31-41-6,Cardium,Willesden Green,Commingled Pool 007,DLS,04-32-041-06-W5,41,W5,6,32,4,-114.837695,52.569998999999996,041-06-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,04-31-041-06-W5,041-06-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-114.863359,52.56769,41,W5,6,31,4,1110.5,1115.8,3663.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,1180651 Alberta Ltd.,2017-10-22 00:00:00.000,2017-10-31 00:00:00.000,2017-11-02 00:00:00.000,9.0,407.0,2024.36,Horizontal,Canada,AER,AB2,Foothills Front,3400.0,2017-11-28 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
462,2604197,Alberta,0484094,102093004106W500,Inplay Oil Corp.,8456,InPlay Oil Corp.,Inplay Oil Corp.,8456,InPlay Oil Corp.,2017-06-16 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,INPLAY OIL HZ 102 WILLGR 9-30-41-6,Cardium,Willesden Green,Commingled Pool 007,DLS,16-26-041-07-W5,41,W5,7,26,16,-114.8944,52.564075,041-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,09-30-041-06-W5,041-06-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-114.842928,52.5621,41,W5,6,30,9,1071.9,1077.2,5337.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Bonanza Drilling Inc.,2017-06-20 00:00:00.000,2017-07-02 00:00:00.000,2017-07-05 00:00:00.000,12.0,444.75,1999.52,Horizontal,Canada,AER,AB2,Foothills Front,5325.0,2017-08-16 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
463,2600419,Alberta,0482238,102082305011W500,Whitecap Resources Inc.,1606,Whitecap Resources Inc.,Whitecap Resources Inc.,1606,Whitecap Resources Inc.,2017-01-05 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,WHITECAP PEMBINA 8-23-50-11,Cardium,Pembina,Cardium,DLS,09-22-050-11-W5,50,W5,11,22,9,-115.514224,53.331276,050-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,08-23-050-11-W5,050-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-115.490637,53.329749,50,W5,11,23,8,946.4,950.8,3260.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2017-02-15 00:00:00.000,2017-02-21 00:00:00.000,2017-02-22 00:00:00.000,6.0,543.33,1695.79,Horizontal,Canada,AER,AB2,Foothills Front,3446.0,2017-03-24 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
464,2598393,Alberta,0481782,102012305011W500,Whitecap Resources Inc.,1606,Whitecap Resources Inc.,Whitecap Resources Inc.,1606,Whitecap Resources Inc.,2016-12-06 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,WHITECAP PEMBINA 1-23-50-11,Cardium,Pembina,Cardium,DLS,04-23-050-11-W5,50,W5,11,23,4,-115.51014099999999,53.32530500000001,050-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,01-23-050-11-W5,050-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-115.490641,53.324301,50,W5,11,23,1,940.1,944.6,3061.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2017-01-03 00:00:00.000,2017-01-09 00:00:00.000,2017-01-10 00:00:00.000,6.0,510.17,1691.1,Horizontal,Canada,AER,AB2,Foothills Front,3212.0,2017-02-05 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
465,2600513,Alberta,0482352,100132205011W500,Whitecap Resources Inc.,1606,Whitecap Resources Inc.,Whitecap Resources Inc.,1606,Whitecap Resources Inc.,2017-01-12 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,WHITECAP PEMBINA 13-22-50-11,Cardium,Pembina,Cardium,DLS,09-22-050-11-W5,50,W5,11,22,9,-115.514225,53.331545,050-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,13-22-050-11-W5,050-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-115.535696,53.336852,50,W5,11,22,13,947.0,950.7,3269.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2017-01-20 00:00:00.000,2017-01-27 00:00:00.000,2017-01-29 00:00:00.000,7.0,467.0,1708.27,Horizontal,Canada,AER,AB2,Foothills Front,3430.0,2017-03-25 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
466,2600418,Alberta,0482237,100122205011W500,Whitecap Resources Inc.,1606,Whitecap Resources Inc.,Whitecap Resources Inc.,1606,Whitecap Resources Inc.,2017-01-05 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,WHITECAP PEMBINA 12-22-50-11,Cardium,Pembina,Cardium,DLS,09-22-050-11-W5,50,W5,11,22,9,-115.514225,53.331455000000005,050-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,12-22-050-11-W5,050-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-115.535707,53.331975,50,W5,11,22,12,946.9,950.9,3278.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2017-01-29 00:00:00.000,2017-02-04 00:00:00.000,2017-02-05 00:00:00.000,6.0,546.33,1710.26,Horizontal,Canada,AER,AB2,Foothills Front,3054.0,2017-03-09 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
467,2599076,Alberta,0482080,100072105011W500,Whitecap Resources Inc.,1606,Whitecap Resources Inc.,Whitecap Resources Inc.,1606,Whitecap Resources Inc.,2016-12-21 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,WHITECAP PEMBINA 7-21-50-11,Cardium,Pembina,Cardium,DLS,09-22-050-11-W5,50,W5,11,22,9,-115.514225,53.331365000000005,050-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,07-21-050-11-W5,050-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-115.548028,53.329539000000004,50,W5,11,21,7,946.5,950.8,3984.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2017-02-06 00:00:00.000,2017-02-13 00:00:00.000,2017-02-14 00:00:00.000,7.0,569.14,1724.5,Horizontal,Canada,AER,AB2,Foothills Front,4084.0,2017-03-09 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
468,2619489,Alberta,0493225,103022105011W500,Whitecap Resources Inc.,1606,Whitecap Resources Inc.,Whitecap Resources Inc.,1606,Whitecap Resources Inc.,2019-01-08 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,WHITECAP PEMBINA 2-21-50-11,Cardium,Pembina,Cardium,DLS,04-23-050-11-W5,50,W5,11,23,4,-115.510472,53.325549,050-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,02-21-050-11-W5,050-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-115.54800300000001,53.32695699999999,50,W5,11,21,2,940.1,944.4,4100.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2019-01-31 00:00:00.000,2019-02-06 00:00:00.000,2019-02-09 00:00:00.000,6.0,683.33,1721.22,Directional,Canada,AER,AB2,Foothills Front,,2019-02-18 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
469,2598394,Alberta,0481794,102022105011W500,Whitecap Resources Inc.,1606,Whitecap Resources Inc.,Whitecap Resources Inc.,1606,Whitecap Resources Inc.,2016-12-07 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,WHITECAP PEMBINA 2-21-50-11,Cardium,Pembina,Cardium,DLS,04-23-050-11-W5,50,W5,11,23,4,-115.510282,53.32541,050-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,02-21-050-11-W5,050-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-115.548056,53.324383999999995,50,W5,11,21,2,940.2,944.6,4064.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2017-01-11 00:00:00.000,2017-01-17 00:00:00.000,2017-01-19 00:00:00.000,6.0,677.33,1723.89,Horizontal,Canada,AER,AB2,Foothills Front,4082.0,2017-02-04 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
